Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00       1/3           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string() [105]
-----------------------------------------------
                0.00    0.00     512/512         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [14]
[15]     0.0    0.00    0.00     512         std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [15]
                0.00    0.00      10/10          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_append<Vector const&>(Vector const&) [17]
                0.00    0.00     502/1178879     Vector::Vector(Vector const&) [4]
                0.00    0.00     502/132351      operator new(unsigned long, void*) [40]
-----------------------------------------------
                0.00    0.00     511/1023        Vector* std::__do_uninit_copy<Vector const*, Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [22]
                0.00    0.00     512/1023        Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [19]
[16]     0.0    0.00    0.00    1023         void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [16]
                0.00    0.00    1023/1178879     Vector::Vector(Vector const&) [4]
                0.00    0.00    1023/132351      operator new(unsigned long, void*) [40]
-----------------------------------------------
                0.00    0.00      10/10          std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [15]
[17]     0.0    0.00    0.00      10         void std::vector<Vector, std::allocator<Vector> >::_M_realloc_append<Vector const&>(Vector const&) [17]
                0.00    0.00      10/10          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [25]
                0.00    0.00      10/10          std::vector<Vector, std::allocator<Vector> >::_M_realloc_append<Vector const&>(Vector const&)::_Guard_elts::~_Guard_elts() [28]
                0.00    0.00      10/1178879     Vector::Vector(Vector const&) [4]
                0.00    0.00      10/10          std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [84]
                0.00    0.00      10/10          std::vector<Vector, std::allocator<Vector> >::begin() [89]
                0.00    0.00      10/10          std::vector<Vector, std::allocator<Vector> >::end() [88]
                0.00    0.00      10/11          std::_Vector_base<Vector, std::allocator<Vector> >::_M_allocate(unsigned long) [77]
                0.00    0.00      10/10          std::vector<Vector, std::allocator<Vector> >::_Guard_alloc::_Guard_alloc(Vector*, unsigned long, std::_Vector_base<Vector, std::allocator<Vector> >&) [86]
                0.00    0.00      10/132351      operator new(unsigned long, void*) [40]
                0.00    0.00      10/10          std::vector<Vector, std::allocator<Vector> >::_M_realloc_append<Vector const&>(Vector const&)::_Guard_elts::_Guard_elts(Vector*, std::allocator<Vector>&) [90]
                0.00    0.00      10/13          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [76]
                0.00    0.00      10/10          std::vector<Vector, std::allocator<Vector> >::_Guard_alloc::~_Guard_alloc() [87]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[18]     0.0    0.00    0.00       1         std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [18]
                0.00    0.00       1/1           Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&) [21]
                0.00    0.00       1/21          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() const [58]
                0.00    0.00       1/393512      std::vector<Vector, std::allocator<Vector> >::size() const [34]
                0.00    0.00       1/1           std::_Vector_base<Vector, std::allocator<Vector> >::_Vector_base(unsigned long, std::allocator<Vector> const&) [137]
                0.00    0.00       1/3           std::__new_allocator<Vector>::~__new_allocator() [96]
                0.00    0.00       1/13          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [76]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::end() const [130]
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::begin() const [131]
-----------------------------------------------
                0.00    0.00       1/1           Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [20]
[19]     0.0    0.00    0.00       1         Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [19]
                0.00    0.00     512/1023        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [16]
                0.00    0.00       1/11          std::_UninitDestroyGuard<Vector*, void>::_UninitDestroyGuard(Vector*&) [82]
                0.00    0.00       1/11          std::_UninitDestroyGuard<Vector*, void>::release() [81]
                0.00    0.00       1/11          std::_UninitDestroyGuard<Vector*, void>::~_UninitDestroyGuard() [83]
-----------------------------------------------
                0.00    0.00       1/1           Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&) [21]
[20]     0.0    0.00    0.00       1         Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [20]
                0.00    0.00       1/1           Vector* std::__do_uninit_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [19]
-----------------------------------------------
                0.00    0.00       1/1           std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [18]
[21]     0.0    0.00    0.00       1         Vector* std::__uninitialized_copy_a<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, Vector>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*, std::allocator<Vector>&) [21]
                0.00    0.00       1/1           Vector* std::uninitialized_copy<__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*>(__gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, __gnu_cxx::__normal_iterator<Vector const*, std::vector<Vector, std::allocator<Vector> > >, Vector*) [20]
-----------------------------------------------
                0.00    0.00      10/10          Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [23]
[22]     0.0    0.00    0.00      10         Vector* std::__do_uninit_copy<Vector const*, Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [22]
                0.00    0.00     511/1023        void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [16]
                0.00    0.00      10/11          std::_UninitDestroyGuard<Vector*, void>::_UninitDestroyGuard(Vector*&) [82]
                0.00    0.00      10/11          std::_UninitDestroyGuard<Vector*, void>::release() [81]
                0.00    0.00      10/11          std::_UninitDestroyGuard<Vector*, void>::~_UninitDestroyGuard() [83]
-----------------------------------------------
                0.00    0.00      10/10          Vector* std::__uninitialized_copy_a<Vector const*, Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [24]
[23]     0.0    0.00    0.00      10         Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [23]
                0.00    0.00      10/10          Vector* std::__do_uninit_copy<Vector const*, Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [22]
-----------------------------------------------
                0.00    0.00      10/10          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [25]
[24]     0.0    0.00    0.00      10         Vector* std::__uninitialized_copy_a<Vector const*, Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [24]
                0.00    0.00      10/10          Vector* std::uninitialized_copy<Vector const*, Vector*>(Vector const*, Vector const*, Vector*) [23]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_append<Vector const&>(Vector const&) [17]
[25]     0.0    0.00    0.00      10         Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [25]
                0.00    0.00      10/10          Vector* std::__uninitialized_copy_a<Vector const*, Vector const*, Vector*, Vector>(Vector const*, Vector const*, Vector*, std::allocator<Vector>&) [24]
                0.00    0.00      20/20          Vector const* std::__make_move_if_noexcept_iterator<Vector, Vector const*>(Vector*) [62]
-----------------------------------------------
                0.00    0.00    1535/1535        void std::_Destroy<Vector*>(Vector*, Vector*) [27]
[26]     0.0    0.00    0.00    1535         void std::_Destroy<Vector>(Vector*) [26]
                0.00    0.00    1535/1179391     Vector::~Vector() [12]
-----------------------------------------------
                0.00    0.00       2/12          std::vector<Vector, std::allocator<Vector> >::~vector() [29]
                0.00    0.00      10/12          std::vector<Vector, std::allocator<Vector> >::_M_realloc_append<Vector const&>(Vector const&)::_Guard_elts::~_Guard_elts() [28]
[27]     0.0    0.00    0.00      12         void std::_Destroy<Vector*>(Vector*, Vector*) [27]
                0.00    0.00    1535/1535        void std::_Destroy<Vector>(Vector*) [26]
-----------------------------------------------
                0.00    0.00      10/10          void std::vector<Vector, std::allocator<Vector> >::_M_realloc_append<Vector const&>(Vector const&) [17]
[28]     0.0    0.00    0.00      10         std::vector<Vector, std::allocator<Vector> >::_M_realloc_append<Vector const&>(Vector const&)::_Guard_elts::~_Guard_elts() [28]
                0.00    0.00      10/12          void std::_Destroy<Vector*>(Vector*, Vector*) [27]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[29]     0.0    0.00    0.00       2         std::vector<Vector, std::allocator<Vector> >::~vector() [29]
                0.00    0.00       2/12          void std::_Destroy<Vector*>(Vector*, Vector*) [27]
                0.00    0.00       2/13          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() [76]
                0.00    0.00       2/2           std::_Vector_base<Vector, std::allocator<Vector> >::~_Vector_base() [112]
-----------------------------------------------
                0.00    0.00     512/1179391     Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [14]
                0.00    0.00 1178879/1179391     Vector::Vector(Vector const&) [4]
[33]     0.0    0.00    0.00 1179391         Vector::Vector(unsigned int) [33]
-----------------------------------------------
                0.00    0.00       1/393512      std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [18]
                0.00    0.00      40/393512      std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [84]
                0.00    0.00  131839/393512      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
                0.00    0.00  261632/393512      std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long) [39]
[34]     0.0    0.00    0.00  393512         std::vector<Vector, std::allocator<Vector> >::size() const [34]
-----------------------------------------------
                0.00    0.00  262144/262144      double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [49]
[35]     0.0    0.00    0.00  262144         std::istream_iterator<double, char, std::char_traits<char>, long>::operator*() const [35]
-----------------------------------------------
                0.00    0.00     512/262144      std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [48]
                0.00    0.00  261632/262144      std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [38]
[36]     0.0    0.00    0.00  262144         std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [36]
-----------------------------------------------
                0.00    0.00       1/261706      std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [146]
                0.00    0.00      72/261706      std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [67]
                0.00    0.00  130816/261706      std::vector<double, std::allocator<double> >::operator[](unsigned long) [42]
                0.00    0.00  130817/261706      Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [129]
[37]     0.0    0.00    0.00  261706         std::vector<double, std::allocator<double> >::size() const [37]
-----------------------------------------------
                0.00    0.00  261632/261632      double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [49]
[38]     0.0    0.00    0.00  261632         std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [38]
                0.00    0.00  261632/262144      std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [36]
-----------------------------------------------
                0.00    0.00  261632/261632      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[39]     0.0    0.00    0.00  261632         std::vector<Vector, std::allocator<Vector> >::operator[](unsigned long) [39]
                0.00    0.00  261632/393512      std::vector<Vector, std::allocator<Vector> >::size() const [34]
-----------------------------------------------
                0.00    0.00      10/132351      void std::vector<Vector, std::allocator<Vector> >::_M_realloc_append<Vector const&>(Vector const&) [17]
                0.00    0.00      18/132351      void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
                0.00    0.00     502/132351      std::vector<Vector, std::allocator<Vector> >::push_back(Vector const&) [15]
                0.00    0.00    1023/132351      void std::_Construct<Vector, Vector const&>(Vector*, Vector const&) [16]
                0.00    0.00  130798/132351      std::vector<double, std::allocator<double> >::push_back(double const&) [41]
[40]     0.0    0.00    0.00  132351         operator new(unsigned long, void*) [40]
-----------------------------------------------
                0.00    0.00  130816/130816      Analysis::correlation_coefficients(std::vector<Vector, std::allocator<Vector> >) [2]
[41]     0.0    0.00    0.00  130816         std::vector<double, std::allocator<double> >::push_back(double const&) [41]
                0.00    0.00  130798/132351      operator new(unsigned long, void*) [40]
                0.00    0.00      18/18          void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
-----------------------------------------------
                0.00    0.00  130816/130816      Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [129]
[42]     0.0    0.00    0.00  130816         std::vector<double, std::allocator<double> >::operator[](unsigned long) [42]
                0.00    0.00  130816/261706      std::vector<double, std::allocator<double> >::size() const [37]
-----------------------------------------------
                0.00    0.00  130816/130816      Dataset::write(std::vector<double, std::allocator<double> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [129]
[43]     0.0    0.00    0.00  130816         std::setprecision(int) [43]
-----------------------------------------------
                0.00    0.00  130816/130816      Analysis::pearson(Vector, Vector) [3]
[44]     0.0    0.00    0.00  130816         double const& std::max<double>(double const&, double const&) [44]
-----------------------------------------------
                0.00    0.00  130816/130816      Analysis::pearson(Vector, Vector) [3]
[45]     0.0    0.00    0.00  130816         double const& std::min<double>(double const&, double const&) [45]
-----------------------------------------------
                0.00    0.00    1024/1024        double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [51]
[46]     0.0    0.00    0.00    1024         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [46]
-----------------------------------------------
                0.00    0.00     512/512         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [14]
[47]     0.0    0.00    0.00     512         Vector::get_data() [47]
-----------------------------------------------
                0.00    0.00     512/512         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [14]
[48]     0.0    0.00    0.00     512         std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream&) [48]
                0.00    0.00     512/262144      std::istream_iterator<double, char, std::char_traits<char>, long>::_M_read() [36]
-----------------------------------------------
                0.00    0.00     512/512         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [51]
[49]     0.0    0.00    0.00     512         double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [49]
                0.00    0.00  262144/262144      std::istream_iterator<double, char, std::char_traits<char>, long>::operator*() const [35]
                0.00    0.00  261632/261632      std::istream_iterator<double, char, std::char_traits<char>, long>::operator++() [38]
-----------------------------------------------
                0.00    0.00     512/512         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [51]
[50]     0.0    0.00    0.00     512         std::__size_to_integer(unsigned int) [50]
-----------------------------------------------
                0.00    0.00     512/512         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [14]
[51]     0.0    0.00    0.00     512         double* std::copy_n<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*) [51]
                0.00    0.00    1024/1024        std::istream_iterator<double, char, std::char_traits<char>, long>::istream_iterator(std::istream_iterator<double, char, std::char_traits<char>, long> const&) [46]
                0.00    0.00     512/512         std::__size_to_integer(unsigned int) [50]
                0.00    0.00     512/512         double* std::__copy_n_a<std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*>(std::istream_iterator<double, char, std::char_traits<char>, long>, unsigned int, double*, bool) [49]
-----------------------------------------------
                0.00    0.00     512/512         Dataset::read(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [14]
[52]     0.0    0.00    0.00     512         std::operator|(std::_Ios_Openmode, std::_Ios_Openmode) [52]
-----------------------------------------------
                0.00    0.00       2/58          std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [107]
                0.00    0.00      20/58          std::vector<Vector, std::allocator<Vector> >::_S_max_size(std::allocator<Vector> const&) [61]
                0.00    0.00      36/58          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [56]
[53]     0.0    0.00    0.00      58         unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [53]
-----------------------------------------------
                0.00    0.00       1/37          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [146]
                0.00    0.00      36/37          std::vector<double, std::allocator<double> >::max_size() const [55]
[54]     0.0    0.00    0.00      37         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [54]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [67]
[55]     0.0    0.00    0.00      36         std::vector<double, std::allocator<double> >::max_size() const [55]
                0.00    0.00      36/37          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() const [54]
                0.00    0.00      36/36          std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [56]
-----------------------------------------------
                0.00    0.00      36/36          std::vector<double, std::allocator<double> >::max_size() const [55]
[56]     0.0    0.00    0.00      36         std::vector<double, std::allocator<double> >::_S_max_size(std::allocator<double> const&) [56]
                0.00    0.00      36/58          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [53]
-----------------------------------------------
                0.00    0.00      10/28          std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [84]
                0.00    0.00      18/28          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [67]
[57]     0.0    0.00    0.00      28         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [57]
-----------------------------------------------
                0.00    0.00       1/21          std::vector<Vector, std::allocator<Vector> >::vector(std::vector<Vector, std::allocator<Vector> > const&) [18]
                0.00    0.00      20/21          std::vector<Vector, std::allocator<Vector> >::max_size() const [60]
[58]     0.0    0.00    0.00      21         std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() const [58]
-----------------------------------------------
                0.00    0.00       1/21          std::vector<double, std::allocator<double> >::vector(std::vector<double, std::allocator<double> > const&) [146]
                0.00    0.00       2/21          std::vector<double, std::allocator<double> >::~vector() [118]
                0.00    0.00      18/21          void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
[59]     0.0    0.00    0.00      21         std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [59]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::_M_check_len(unsigned long, char const*) const [84]
[60]     0.0    0.00    0.00      20         std::vector<Vector, std::allocator<Vector> >::max_size() const [60]
                0.00    0.00      20/21          std::_Vector_base<Vector, std::allocator<Vector> >::_M_get_Tp_allocator() const [58]
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::_S_max_size(std::allocator<Vector> const&) [61]
-----------------------------------------------
                0.00    0.00      20/20          std::vector<Vector, std::allocator<Vector> >::max_size() const [60]
[61]     0.0    0.00    0.00      20         std::vector<Vector, std::allocator<Vector> >::_S_max_size(std::allocator<Vector> const&) [61]
                0.00    0.00      20/58          unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [53]
-----------------------------------------------
                0.00    0.00      20/20          Vector* std::__uninitialized_move_if_noexcept_a<Vector*, Vector*, std::allocator<Vector> >(Vector*, Vector*, Vector*, std::allocator<Vector>&) [25]
[62]     0.0    0.00    0.00      20         Vector const* std::__make_move_if_noexcept_iterator<Vector, Vector const*>(Vector*) [62]
-----------------------------------------------
                0.00    0.00       1/19          std::_Vector_base<double, std::allocator<double> >::_M_create_storage(unsigned long) [141]
                0.00    0.00      18/19          void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
[63]     0.0    0.00    0.00      19         std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [63]
                0.00    0.00      19/19          std::__new_allocator<double>::allocate(unsigned long, void const*) [66]
-----------------------------------------------
                0.00    0.00       2/19          std::_Vector_base<double, std::allocator<double> >::~_Vector_base() [115]
                0.00    0.00      17/19          std::vector<double, std::allocator<double> >::_Guard_alloc::~_Guard_alloc() [70]
[64]     0.0    0.00    0.00      19         std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [64]
                0.00    0.00      19/19          std::__new_allocator<double>::deallocate(double*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00      19/19          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [64]
[65]     0.0    0.00    0.00      19         std::__new_allocator<double>::deallocate(double*, unsigned long) [65]
-----------------------------------------------
                0.00    0.00      19/19          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [63]
[66]     0.0    0.00    0.00      19         std::__new_allocator<double>::allocate(unsigned long, void const*) [66]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
[67]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [67]
                0.00    0.00      72/261706      std::vector<double, std::allocator<double> >::size() const [37]
                0.00    0.00      36/36          std::vector<double, std::allocator<double> >::max_size() const [55]
                0.00    0.00      18/28          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [57]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
[68]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [68]
                0.00    0.00      18/18          double* std::__relocate_a<double*, double*, std::allocator<double> >(double*, double*, double*, std::allocator<double>&) [74]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
[69]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::_Guard_alloc::_Guard_alloc(double*, unsigned long, std::_Vector_base<double, std::allocator<double> >&) [69]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
[70]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::_Guard_alloc::~_Guard_alloc() [70]
                0.00    0.00      17/19          std::_Vector_base<double, std::allocator<double> >::_M_deallocate(double*, unsigned long) [64]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::push_back(double const&) [41]
[71]     0.0    0.00    0.00      18         void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_M_check_len(unsigned long, char const*) const [67]
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::begin() [73]
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::end() [72]
                0.00    0.00      18/19          std::_Vector_base<double, std::allocator<double> >::_M_allocate(unsigned long) [63]
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_Guard_alloc::_Guard_alloc(double*, unsigned long, std::_Vector_base<double, std::allocator<double> >&) [69]
                0.00    0.00      18/132351      operator new(unsigned long, void*) [40]
                0.00    0.00      18/21          std::_Vector_base<double, std::allocator<double> >::_M_get_Tp_allocator() [59]
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [68]
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_Guard_alloc::~_Guard_alloc() [70]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
[72]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::end() [72]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<double, std::allocator<double> >::_M_realloc_append<double const&>(double const&) [71]
[73]     0.0    0.00    0.00      18         std::vector<double, std::allocator<double> >::begin() [73]
-----------------------------------------------
                0.00    0.00      18/18          std::vector<double, std::allocator<double> >::_S_relocate(double*, double*, double*, std::allocator<double>&) [68]
